id,tweet_id,retweet_count,tweet_created,tweet_location,text,airline,airline_sentiment
3956,567919558649995000,0,2015-02-17 21:32:28 -0800,All Over The World,"@united missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way.",United,-1
9419,569943774253621000,0,2015-02-23 11:35:59 -0800,,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,US Airways,-1
12349,570222495145407000,0,2015-02-24 06:03:31 -0800,"iPhone: 37.621227,-122.386002",@AmericanAir when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..,American,-1
9448,569933275436708000,0,2015-02-23 10:54:16 -0800,,@USAirways @AmericanAir - Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry,US Airways,-1
1826,569567685719102000,0,2015-02-22 10:41:32 -0800,"Stavanger, Norway","@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""",United,-1
14131,569663577226916000,0,2015-02-22 17:02:35 -0800,KY,"@AmericanAir i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?",American,-1
1622,569641735086858000,0,2015-02-22 15:35:47 -0800,Saint Louis,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*,United,-1
1603,569647615194898000,1,2015-02-22 15:59:09 -0800,earth,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",United,-1
3694,568184231819481000,0,2015-02-18 15:04:11 -0800,"CO Springs, Occupied Colorado","@united can't DM, you're not following. LLY144. Rebooked on #UA1516 but still need seats.",United,-1
11262,568258726668444000,0,2015-02-18 20:00:12 -0800,,@USAirways : i was told my ticket expired but  i never recvd any notice  before it expired .This sucks.i paid 40k miles &amp; $125 for the tckt,US Airways,-1
5632,568849058523034000,0,2015-02-20 11:05:58 -0800,,@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta,Southwest,1
11918,570298371140940000,0,2015-02-24 11:05:01 -0800,"Las Vegas, NV","@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.",American,-1
1496,569698085821002000,0,2015-02-22 19:19:42 -0800,"Boulder, Co","@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1",United,-1
5367,569165102307545000,0,2015-02-21 08:01:49 -0800,"Long Island, NY",@SouthwestAir Can't DM you because you don't follow me.,Southwest,-1
5657,568829852721107000,0,2015-02-20 09:49:39 -0800,,@SouthwestAir very frustrated. Bought early bird at 6:30am on day tickets were released and got mid-B ticket. Spend $50 for nothing,Southwest,-1
3116,568657247896789000,0,2015-02-19 22:23:47 -0800,,@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,United,-1
3564,568265475114664000,0,2015-02-18 20:27:01 -0800,,@united My flying United is over...sorry. The Captain still had 20 minutes of pre-flight preparations to make while we sat with no air!,United,-1
1183,569903120781853000,0,2015-02-23 08:54:26 -0800,,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?,United,-1
1747,569605942318232000,0,2015-02-22 13:13:34 -0800,"Washington, DC via Nebraska",@United 50 minute wait times to help with a Cancelled Flightled flight?? Help a guy out?,United,-1
14050,569673764562010000,0,2015-02-22 17:43:04 -0800,"Madison, WI","@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!",American,-1
450,567946319349707000,0,2015-02-17 23:18:49 -0800,San Francisco,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,Virgin America,-1
7108,569935956880421000,0,2015-02-23 11:04:55 -0800,the left coast,Jet BOOOO 🍅🍅🍅🍅 RT @JetBlue: Our fleet's on fleek. http://t.co/0WbJAWx7xD,Delta,-1
11013,568616463407256000,0,2015-02-19 19:41:43 -0800,NY,@USAirways even when I do simple google search by flight number it tells me which gate so won't be that difficult am sure #disappointed,US Airways,-1
12512,570136130126897000,0,2015-02-24 00:20:20 -0800,North Hollywood,@AmericanAir worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,American,-1
4710,569910383047254000,0,2015-02-23 09:23:18 -0800,,@SouthwestAir I would appreciate that.  Thank you.,Southwest,1
13035,569955122819818000,0,2015-02-23 12:21:05 -0800,,@AmericanAir is there a way to reserve my dog’s flight without speaking with a representative? Just was booted from your helpline!,American,-1
14271,569643354557796000,0,2015-02-22 15:42:13 -0800,"Philadelphia, PA",@AmericanAir United needs our ticket number since you rebooked us and you gave the incorrect ticket number now we can't check in #help,American,-1
7583,569525875860906000,0,2015-02-22 07:55:24 -0800,Long Island - Arizona ,@JetBlue That's not what I heard. Weather was fine this morning. Flight 136 was circling for some time.Someone forgot to clean the runway.,Delta,-1
8542,568177098038350000,0,2015-02-18 14:35:51 -0800,"Washington, DC","@JetBlue My #FlyingItForward affects just one small family of four, but it would make a huge difference in their life.",Delta,1
2403,569226313220948000,0,2015-02-21 12:05:03 -0800,Pittsburgh,@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days,United,-1
2701,568950706008232000,1,2015-02-20 17:49:53 -0800,,"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",United,-1
13143,569930733512491000,0,2015-02-23 10:44:10 -0800,,@AmericanAir really,American,-1
12414,570195668850995000,0,2015-02-24 04:16:55 -0800,Miami,"@AmericanAir I would love to say the same but it's not so much. 5hs flight, no internet, no personal A/C, 20yr old plane. #NoFunAtAll",American,-1
11577,567918161540047000,0,2015-02-17 21:26:55 -0800,"Boston, MA",@USAirways thanks. We did see an agent. Unhelpful. Some got vouchers others did not for unexplained reasons.,US Airways,-1
7802,569235924544045000,0,2015-02-21 12:43:14 -0800,Virginia & Cali,@JetBlue Awesome! Thank you! ;),Delta,1
14123,569664087740715000,0,2015-02-22 17:04:37 -0800,,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth,American,-1
14543,569601363799359000,0,2015-02-22 12:55:22 -0800,Los Angeles,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,American,-1
2696,568951601777513000,0,2015-02-20 17:53:27 -0800,Washington DC,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,United,-1
14526,569604176960827000,0,2015-02-22 13:06:33 -0800,"Santa Maria, Califoria",@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,American,-1
6045,568418531777356000,0,2015-02-19 06:35:13 -0800,CT,@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,Southwest,-1
9243,570030761539183000,0,2015-02-23 17:21:38 -0800,Earth ,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening,US Airways,-1
1187,569902028719174000,0,2015-02-23 08:50:06 -0800,,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA,United,1
13438,569864689452077000,0,2015-02-23 06:21:44 -0800,,@AmericanAir I need to be back home tomorrow and no one is helping me. Please help me rebook for a flight tomorrow!,American,-1
12539,570121673099190000,0,2015-02-23 23:22:53 -0800,,@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???,American,-1
3049,568771089372979000,1,2015-02-20 05:56:09 -0800,,@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,United,-1
4521,570070880983712000,0,2015-02-23 20:01:04 -0800,Kansas City MO,@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,Southwest,-1
1498,569697646501364000,0,2015-02-22 19:17:58 -0800,Utah,@united except all of that delayed the flight anyway.,United,-1
9574,569870128915083000,0,2015-02-23 06:43:21 -0800,,@USAirways I've been on hold for 30 minutes and counting. #unacceptable,US Airways,-1
7570,569528083755237000,0,2015-02-22 08:04:11 -0800,,@JetBlue get flight 16 into the air,Delta,-1
210,569247394002563000,0,2015-02-21 13:28:49 -0800,CT,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,Virgin America,-1
14249,569646280214847000,0,2015-02-22 15:53:51 -0800,Global,@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA,American,-1
14399,569621228048089000,0,2015-02-22 14:14:18 -0800,"Dallas, TX","@AmericanAir 1491 DEN -&gt; DFW. We don't want to be ticketed on a new flight, just refunded for our Cancelled Flighted flight.",American,-1
5721,568779480019251000,0,2015-02-20 06:29:30 -0800,"PHX, AZ",@SouthwestAir The in-browser hover over is intrusive and annoying. And the fact that the WiFi only works on one device is sort of sad.,Southwest,-1
9268,570015373447160000,0,2015-02-23 16:20:30 -0800,"Las Vegas, NV",@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD,US Airways,-1
5332,569184886424269000,0,2015-02-21 09:20:26 -0800,"Murfreesboro, TN",@SouthwestAir trying to get anyone on phone. Flt Cancelled Flighted. Please get me to Denver.,Southwest,-1
5824,568571203553599000,0,2015-02-19 16:41:53 -0800,"San Antonio, TX",@SouthwestAir love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.,Southwest,-1
39,570035876845085000,0,2015-02-23 17:41:58 -0800,"San Francisco, CA",@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,Virgin America,-1
12809,570014299625787000,0,2015-02-23 16:16:14 -0800,"Washington, D.C.",@AmericanAir now a delay to the rebooked flight?!,American,-1
3800,568115014139163000,0,2015-02-18 10:29:09 -0800,"Houston TX
",@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.,United,-1
13753,569724918016840000,0,2015-02-22 21:06:20 -0800,,@AmericanAir Get a new crystal ball. Cancelled Flight flights before weather hits to rebook me on flight during? Looking like 2 nights hotel on me.,American,-1
5531,568915699290284000,0,2015-02-20 15:30:47 -0800,"Dallas, Texas","@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",Southwest,-1
992,569971648876585000,0,2015-02-23 13:26:45 -0800,san diego,"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines.",United,-1
9080,570242452092813000,0,2015-02-24 07:22:49 -0800,"Boston, MA",@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,US Airways,-1
688,570187080426398000,0,2015-02-24 03:42:48 -0800,,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher,United,-1
6444,567856355907760000,0,2015-02-17 17:21:20 -0800,,@SouthwestAir it's not letting me DM you !!,Southwest,-1
12144,570276245960835000,0,2015-02-24 09:37:06 -0800,,"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?",American,-1
14022,569676336635236000,0,2015-02-22 17:53:17 -0800,,@AmericanAir @DAI_President Good luck at DFW this evening AA!,American,1
11712,567802602738708000,0,2015-02-17 13:47:44 -0800,,"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed.",US Airways,-1
11773,567767738886545000,0,2015-02-17 11:29:12 -0800,,"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?",US Airways,-1
842,570055285500469000,0,2015-02-23 18:59:05 -0800,"iPhone: 42.734546,-84.483753","@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",United,-1
1897,569530483022963000,0,2015-02-22 08:13:43 -0800,"Portsmouth, NH",@united this customer service experience will be tweeted for quality assurance.,United,-1
7027,569950913554620000,18,2015-02-23 12:04:21 -0800,Sunny Cali by way of NYC,"Just in case you needed confirmation that ""on fleek"" is dead &amp; gone. RT @JetBlue: Our fleet's on fleek. http://t.co/G4O6yX7TMJ",Delta,-1
3076,568726628639101000,0,2015-02-20 02:59:29 -0800,New York,@united your airline is the biggest joke of an operation in the world.,United,-1
4379,570280641503212000,0,2015-02-24 09:54:34 -0800,,@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh,Southwest,-1
13917,569691155606184000,0,2015-02-22 18:52:10 -0800,NYCATL,@AmericanAir you all should really be ashamed. The entire business class cabin is empty and almost all of first class...,American,-1
8806,567831434838159000,0,2015-02-17 15:42:18 -0800,NYC,@JetBlue will call. Thank you!,Delta,1
9727,569693042040418000,0,2015-02-22 18:59:40 -0800,,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.,US Airways,-1
8631,568096875435282000,0,2015-02-18 09:17:04 -0800,San Francisco,@JetBlue Disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. Not cool.,Delta,-1
13896,569693664433156000,0,2015-02-22 19:02:08 -0800,"midlothian, tx",@AmericanAir  having trouble getting rebooked,American,-1
359,568490223417602000,0,2015-02-19 11:20:05 -0800,The World,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",Virgin America,1
3490,568381535063306000,0,2015-02-19 04:08:12 -0800,Paris,"@united booked a flight yesterday, appeared in my account + confirm email but since a few hours all disappeared and err ""no segment in this""",United,-1
4559,570021128032408000,0,2015-02-23 16:43:22 -0800,Washington DC,@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,Southwest,-1
2459,569192549170033000,0,2015-02-21 09:50:53 -0800,"Salt Lake City, UT",@united what's the hold up with flight 6475 from SLC to DEN??,United,-1
7376,569633562879619000,0,2015-02-22 15:03:19 -0800,3Ø4 ,@JetBlue thanks for answering my questions!,Delta,1
12529,570123495180411000,0,2015-02-23 23:30:08 -0800,,"@AmericanAir no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around",American,-1
3740,568159085356384000,0,2015-02-18 13:24:16 -0800,"San Francisco Bay Area, USA","@united and btw, the @Virgin and @JetBlue managed on time departures same time same destination- &amp; wouldn't take away a 9year old kids bag!",United,-1
757,570096448571732000,0,2015-02-23 21:42:39 -0800,Chicago / Orlando / airplanes,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",United,-1
13083,569943700010172000,0,2015-02-23 11:35:41 -0800,,@AmericanAir @maxfitgirl29 next time fly Southwest...,American,-1
9387,569959415433966000,0,2015-02-23 12:38:08 -0800,Does it really matter,@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short,US Airways,-1
857,570050268588597000,0,2015-02-23 18:39:09 -0800,Global,@united can you tell me how to file a claim for clothing that had to be purchased?,United,-1
7996,568894248457646000,0,2015-02-20 14:05:33 -0800,planet earth,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue,Delta,-1
10206,569490688569680000,0,2015-02-22 05:35:35 -0800,"Thicktown, Thickania",@USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons,US Airways,-1
12035,568824537338417000,0,2015-02-20 09:28:32 -0800,,"@AmericanAir - how long does it take to get credit to my AA account? Traveled in Jan &amp; only one leg reported. Asked for credit, no response.",American,-1
9407,569947048574759000,0,2015-02-23 11:49:00 -0800,VA,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable,US Airways,-1
6816,570235244999270000,0,2015-02-24 06:54:11 -0800,All over ...,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,Delta,-1
8407,568417260668379000,0,2015-02-19 06:30:10 -0800,,@JetBlue How is it possible the only way to contact your fraud department is mailing a physical letter? No telephone? No email? REALLY??,Delta,-1
1890,569532005320253000,0,2015-02-22 08:19:46 -0800,,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",United,-1
3484,568391639158227000,0,2015-02-19 04:48:21 -0800,,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,United,-1
7725,569305409925874000,0,2015-02-21 17:19:21 -0800,"sweatertown, new england",@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,Delta,1
8142,568735475847950000,0,2015-02-20 03:34:38 -0800,,@JetBlue PDX to JFK was suuuuper HOT.,Delta,1
3957,567919391515349000,1,2015-02-17 21:31:49 -0800,All Over The World,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,United,-1
4724,569899502355681000,0,2015-02-23 08:40:04 -0800,insta : michellehamm0nd,@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....,Southwest,-1
1213,569883984190005000,0,2015-02-23 07:38:24 -0800,"Needham, MA",@united 768 SFO to BOS and no internet it is 2015 what gives?,United,-1
855,570050785490420000,1,2015-02-23 18:41:12 -0800,"Brooklyn, NY","@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",United,-1
6297,568076399166140000,0,2015-02-18 07:55:42 -0800,PlanoTexas,@SouthwestAir can @Sagerooski &amp; I use your luggage scale to measure our weight loss? One scale for each foot @ home is not accurate anymore.,Southwest,-1
11730,567791019086066000,0,2015-02-17 13:01:42 -0800,,@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,US Airways,-1
2761,568917261869674000,0,2015-02-20 15:36:59 -0800,"New York, NY",@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,United,-1
2255,569294326259253000,0,2015-02-21 16:35:19 -0800,"Foster City, CA",Reply to @united - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,United,-1
10507,569242425530712000,0,2015-02-21 13:09:04 -0800,"CT, USA",@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.,US Airways,-1
5472,568964652455092000,0,2015-02-20 18:45:18 -0800,,@SouthwestAir thanks for the ride to Chicago. #kmdw #b738 http://t.co/6cpYPGFnD6,Southwest,1
5306,569206447608877000,0,2015-02-21 10:46:07 -0800,Florida,@SouthwestAir What do you call that??!!,Southwest,-1
2721,568934521506107000,2,2015-02-20 16:45:34 -0800,San Francisco,"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",United,-1
5053,569488587135295000,0,2015-02-22 05:27:14 -0800,"Nashville, TN",@SouthwestAir I've DM'd you. Thanks!,Southwest,1
11469,568087284483928000,0,2015-02-18 08:38:57 -0800,,@USAirways  last 2 times I checked a bags they were severally damaged.   No one answers the baggage call line for status?  #chairmanlove,US Airways,-1
7519,569548188375327000,0,2015-02-22 09:24:04 -0800,"New Orleans, LA","@JetBlue JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too.",Delta,-1
3248,568572753403650000,0,2015-02-19 16:48:02 -0800,,@united Lost my wallet on flight 1007 yesterday from Houston to Bogota. Filled out your online form. No response yet.,United,-1
10020,569567629083431000,0,2015-02-22 10:41:19 -0800,"Dallas, TX",@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!,US Airways,-1
9335,569980561344897000,0,2015-02-23 14:02:10 -0800,Washington D.C.,@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP,US Airways,-1
10547,569196701401129000,0,2015-02-21 10:07:23 -0800,CT,@USAirways enormous lines at customer service and two agents what kind of service is that .. http://t.co/ffanixJhwh,US Airways,-1
3947,567927503718732000,0,2015-02-17 22:04:03 -0800,Brisbane,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday",United,-1
8398,568424902287446000,0,2015-02-19 07:00:32 -0800,,"@JetBlue No, he didn't have more info. I was more infuriated by the way previous rep treated me. how she can possibly work as a JetBlue rep?",Delta,-1
7628,569494958006264000,0,2015-02-22 05:52:33 -0800,,@JetBlue we need an ETA please,Delta,-1
8033,568851381769134000,0,2015-02-20 11:15:12 -0800,Global,@JetBlue I'll see you on board again soon!,Delta,1
13192,569917319381713000,0,2015-02-23 09:50:52 -0800,lydham shropshire uk,@AmericanAir you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help,American,-1
1745,569606016070844000,0,2015-02-22 13:13:51 -0800,"ÜT: 42.986193,-87.914855",@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.,United,-1
8191,568625258351063000,0,2015-02-19 20:16:40 -0800,"Brooklyn, NY",@jetblue we never received that $15 credit for inoperable tv's on our SFO &gt; JFK flight 2 weeks ago. never got an email...,Delta,-1
3863,568068468261519000,0,2015-02-18 07:24:11 -0800,"Boise, ID","@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",United,-1
7276,569699027782013000,0,2015-02-22 19:23:27 -0800,,@JetBlue didn't work. Fly-fi plus couldn't access ABC app. So I spent $19 and still missed Oscars. #disappointed,Delta,-1
4876,569670904852173000,0,2015-02-22 17:31:42 -0800,,@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.,Southwest,1
5526,568925459540345000,0,2015-02-20 16:09:34 -0800,Los Angeles,@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,Southwest,1
10702,568963705439789000,0,2015-02-20 18:41:32 -0800,McKinney TX,@USAirways express my disappointment in your reservation department and the treatment of a Sailor dealing with a death in the family,US Airways,-1
6512,567809695260639000,0,2015-02-17 14:15:55 -0800," NASHVILLE,TN ",@SouthwestAir I do need help Cancelled Flighting my flight back. Your calls times are ridiculous.,Southwest,-1
8976,570306715880706000,0,2015-02-24 11:38:11 -0800,"Astoria, NY",@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail,US Airways,-1
5587,568882321119510000,0,2015-02-20 13:18:09 -0800,"Opelika, Alabama ","@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",Southwest,1
2670,568962811772031000,0,2015-02-20 18:37:59 -0800,,@united have better customer service at John Wayne airport.,United,-1
6134,568192010789777000,0,2015-02-18 15:35:06 -0800,,@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223,Southwest,1
1308,569839559728439000,0,2015-02-23 04:41:52 -0800,"ÜT: 50.97861,-114.000116",@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly,United,-1
13449,569860677650637000,0,2015-02-23 06:05:47 -0800,@MontgomeryCoMD / SYR / HHI,@AmericanAir why Cancelled Flight #1605 on 6/25 &amp; 6/28? Flights now 4 hrs longer &amp;  have layovers. Too Late Flight to find a reasonably priced alternative.,American,-1
1027,569960311022850000,0,2015-02-23 12:41:42 -0800,"New York, NY","@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",United,-1
10061,569555072067052000,0,2015-02-22 09:51:25 -0800,World,@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac,US Airways,-1
4824,569697456536965000,0,2015-02-22 19:17:12 -0800,denver,@SouthwestAir All good... beers and #oscars2015 ar #DIA,Southwest,1
3486,568388502431396000,0,2015-02-19 04:35:53 -0800,Jerusalem-London-Antwerp,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,United,-1
11628,567862814578061000,0,2015-02-17 17:47:00 -0800,"Salisbury, MD",@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,US Airways,1
11861,567725588937728000,0,2015-02-17 08:41:42 -0800,MiamiHoustonDCHouston,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...,US Airways,-1
12830,570006301968867000,0,2015-02-23 15:44:27 -0800,"Tampa, Florida",@AmericanAir crew did the best they could but it was out of their control. You only get one chance of a honeymoon &amp; you failed miserably,American,-1
13733,569731189214351000,0,2015-02-22 21:31:15 -0800,"Boston, MA USA",@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!,American,1
7633,569490072975876000,0,2015-02-22 05:33:08 -0800,,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight.",Delta,-1
5628,568850531642253000,0,2015-02-20 11:11:50 -0800,"san diego, CA","@SouthwestAir 2 1/2 hours Late Flight, but I made it to sf! Maybe you can help me get on an earlier flight on Sunday :)",Southwest,-1
5747,568755032138469000,0,2015-02-20 04:52:21 -0800,"Missouri, unfortunately.",@Southwestair thanks for leaving me hanging here. #destinationdragons flights all fucked up now. No help?!,Southwest,-1
8251,568558484653883000,0,2015-02-19 15:51:20 -0800,,@JetBlue Been a member since 2007. Looking to travel next week 2/24-2/27. Couldn't book right away due to all the snow; I'm in BOS.,Delta,-1
2738,568927281747505000,0,2015-02-20 16:16:48 -0800,,@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,United,-1
11855,567727581873848000,0,2015-02-17 08:49:38 -0800,boston,@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1),US Airways,-1
3660,568203369053078000,0,2015-02-18 16:20:14 -0800,Cardiff and London,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.,United,-1
1619,569642078990258000,0,2015-02-22 15:37:09 -0800,,@united what is this subtlety gate changes? Are you kidding with me?,United,-1
650,570229133445243000,0,2015-02-24 06:29:54 -0800,,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,United,-1
5862,568539193669915000,0,2015-02-19 14:34:41 -0800,US,"@SouthwestAir truly the best in #customerservice.  If something goes wrong, no matter how big or small the issue was, they fix it. Thank you",Southwest,1
10803,568862320442663000,0,2015-02-20 11:58:40 -0800,"Boston, MA","@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm.",US Airways,-1
8909,567758065320362000,0,2015-02-17 10:50:45 -0800,"Charlotte, NC","@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",Delta,1
5146,569309777567875000,0,2015-02-21 17:36:42 -0800,,@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA,Southwest,1
7750,569275580543320000,0,2015-02-21 15:20:49 -0800,"Wellesley, MA","@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",Delta,-1
13748,569727598130962000,0,2015-02-22 21:16:59 -0800,Finn between Detroit & Toledo,"@AmericanAir Thanks, she did her best. Staying the night in Dallas, new trial to Detroit via Atlanta tomorrow, assuming no Cancelled Flightlations.",American,-1
13855,569700922248581000,0,2015-02-22 19:30:59 -0800,Indianapolis,@AmericanAir Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  🇺🇸✈️,American,1
11462,568100371794666000,0,2015-02-18 09:30:58 -0800,,@USAirways link doesn't work and I've tried tracking my bag several times. Still doesn't clarify where it is.,US Airways,-1
11324,568211263303639000,0,2015-02-18 16:51:36 -0800,New York,@USAirways so far I've gotten six different answers,US Airways,-1
10861,568818328132842000,0,2015-02-20 09:03:52 -0800,PHL | SFO | $x,"@USAirways the two women workng PHL bag check term C @ 11:30 ET should be fired for being rude, pushy and treating customers with disrespect",US Airways,-1
